radius,pressure,mass,density,energy
6.87456000e+03,2.87502560e+33,6.33557511e+29,4.02571640e+17,4.08094264e+15
6.88842000e+03,2.86718699e+33,6.37026545e+29,4.02172169e+17,4.07385863e+15
6.90228000e+03,2.85934505e+33,6.40505844e+29,4.01771833e+17,4.06676458e+15
6.91614000e+03,2.85149988e+33,6.43995397e+29,4.01370632e+17,4.05966050e+15
6.93000000e+03,2.84365153e+33,6.47495196e+29,4.00968565e+17,4.05254644e+15
6.94386000e+03,2.83580007e+33,6.51005231e+29,4.00565631e+17,4.04542241e+15
6.95772000e+03,2.82794557e+33,6.54525492e+29,4.00161830e+17,4.03828845e+15
6.97158000e+03,2.82008810e+33,6.58055970e+29,3.99757162e+17,4.03114457e+15
6.98544000e+03,2.81222773e+33,6.61596654e+29,3.99351626e+17,4.02399081e+15
6.99930000e+03,2.80436452e+33,6.65147534e+29,3.98945221e+17,4.01682719e+15
7.01316000e+03,2.79649855e+33,6.68708600e+29,3.98537948e+17,4.00965374e+15
7.02702000e+03,2.78862989e+33,6.72279841e+29,3.98129804e+17,4.00247049e+15
7.04088000e+03,2.78075859e+33,6.75861245e+29,3.97720791e+17,3.99527746e+15
7.05474000e+03,2.77288474e+33,6.79452803e+29,3.97310906e+17,3.98807468e+15
7.06860000e+03,2.76500840e+33,6.83054503e+29,3.96900151e+17,3.98086218e+15
7.08246000e+03,2.75712964e+33,6.86666334e+29,3.96488524e+17,3.97363999e+15
7.09632000e+03,2.74924853e+33,6.90288283e+29,3.96076024e+17,3.96640813e+15
7.11018000e+03,2.74136514e+33,6.93920339e+29,3.95662651e+17,3.95916663e+15
7.12404000e+03,2.73347953e+33,6.97562491e+29,3.95248405e+17,3.95191551e+15
7.13790000e+03,2.72559178e+33,7.01214726e+29,3.94833285e+17,3.94465482e+15
7.15176000e+03,2.71770196e+33,7.04877033e+29,3.94417290e+17,3.93738456e+15
7.16562000e+03,2.70981014e+33,7.08549397e+29,3.94000420e+17,3.93010478e+15
7.17948000e+03,2.70191638e+33,7.12231807e+29,3.93582675e+17,3.92281550e+15
7.19334000e+03,2.69402075e+33,7.15924250e+29,3.93164052e+17,3.91551674e+15
7.20720000e+03,2.68612333e+33,7.19626713e+29,3.92744553e+17,3.90820854e+15
7.22106000e+03,2.67822418e+33,7.23339183e+29,3.92324177e+17,3.90089092e+15
7.23492000e+03,2.67032338e+33,7.27061645e+29,3.91902922e+17,3.89356391e+15
7.24878000e+03,2.66242099e+33,7.30794087e+29,3.91480788e+17,3.88622754e+15
7.26264000e+03,2.65451708e+33,7.34536495e+29,3.91057776e+17,3.87888184e+15
7.27650000e+03,2.64661173e+33,7.38288855e+29,3.90633883e+17,3.87152683e+15
7.29036000e+03,2.63870500e+33,7.42051152e+29,3.90209109e+17,3.86416255e+15
7.30422000e+03,2.63079696e+33,7.45823373e+29,3.89783455e+17,3.85678902e+15
7.31808000e+03,2.62288768e+33,7.49605502e+29,3.89356919e+17,3.84940626e+15
7.33194000e+03,2.61497724e+33,7.53397525e+29,3.88929500e+17,3.84201432e+15
7.34580000e+03,2.60706570e+33,7.57199427e+29,3.88501198e+17,3.83461322e+15
7.35966000e+03,2.59915314e+33,7.61011193e+29,3.88072013e+17,3.82720298e+15
7.37352000e+03,2.59123962e+33,7.64832807e+29,3.87641943e+17,3.81978364e+15
7.38738000e+03,2.58332521e+33,7.68664254e+29,3.87210989e+17,3.81235522e+15
7.40124000e+03,2.57540999e+33,7.72505519e+29,3.86779149e+17,3.80491775e+15
7.41510000e+03,2.56749402e+33,7.76356584e+29,3.86346423e+17,3.79747127e+15
7.42896000e+03,2.55957738e+33,7.80217435e+29,3.85912810e+17,3.79001580e+15
7.44282000e+03,2.55166013e+33,7.84088055e+29,3.85478309e+17,3.78255136e+15
7.45668000e+03,2.54374235e+33,7.87968427e+29,3.85042920e+17,3.77507800e+15
7.47054000e+03,2.53582410e+33,7.91858535e+29,3.84606643e+17,3.76759573e+15
7.48440000e+03,2.52790547e+33,7.95758362e+29,3.84169475e+17,3.76010459e+15
7.49826000e+03,2.51998651e+33,7.99667891e+29,3.83731418e+17,3.75260461e+15
7.51212000e+03,2.51206730e+33,8.03587104e+29,3.83292470e+17,3.74509582e+15
7.52598000e+03,2.50414791e+33,8.07515984e+29,3.82852631e+17,3.73757824e+15
7.53984000e+03,2.49622841e+33,8.11454513e+29,3.82411899e+17,3.73005190e+15
7.55370000e+03,2.48830887e+33,8.15402673e+29,3.81970274e+17,3.72251684e+15
7.56756000e+03,2.48038936e+33,8.19360447e+29,3.81527756e+17,3.71497309e+15
7.58142000e+03,2.47246995e+33,8.23327817e+29,3.81084344e+17,3.70742067e+15
7.59528000e+03,2.46455072e+33,8.27304762e+29,3.80640036e+17,3.69985961e+15
7.60914000e+03,2.45663173e+33,8.31291266e+29,3.80194833e+17,3.69228995e+15
7.62300000e+03,2.44871306e+33,8.35287309e+29,3.79748734e+17,3.68471172e+15
7.63686000e+03,2.44079478e+33,8.39292871e+29,3.79301737e+17,3.67712493e+15
7.65072000e+03,2.43287696e+33,8.43307935e+29,3.78853843e+17,3.66952963e+15
7.66458000e+03,2.42495966e+33,8.47332479e+29,3.78405050e+17,3.66192585e+15
7.67844000e+03,2.41704296e+33,8.51366486e+29,3.77955358e+17,3.65431361e+15
7.69230000e+03,2.40912694e+33,8.55409934e+29,3.77504765e+17,3.64669295e+15
7.70616000e+03,2.40121166e+33,8.59462803e+29,3.77053273e+17,3.63906389e+15
7.72002000e+03,2.39329719e+33,8.63525074e+29,3.76600878e+17,3.63142647e+15
7.73388000e+03,2.38538361e+33,8.67596726e+29,3.76147581e+17,3.62378071e+15
7.74774000e+03,2.37747099e+33,8.71677738e+29,3.75693382e+17,3.61612665e+15
7.76160000e+03,2.36955939e+33,8.75768089e+29,3.75238278e+17,3.60846432e+15
7.77546000e+03,2.36164890e+33,8.79867758e+29,3.74782270e+17,3.60079375e+15
7.78932000e+03,2.35373958e+33,8.83976724e+29,3.74325357e+17,3.59311497e+15
7.80318000e+03,2.34583150e+33,8.88094965e+29,3.73867538e+17,3.58542801e+15
7.81704000e+03,2.33792473e+33,8.92222460e+29,3.73408812e+17,3.57773289e+15
7.83090000e+03,2.33001935e+33,8.96359187e+29,3.72949178e+17,3.57002967e+15
7.84476000e+03,2.32211543e+33,9.00505123e+29,3.72488636e+17,3.56231835e+15
7.85862000e+03,2.31421304e+33,9.04660246e+29,3.72027184e+17,3.55459898e+15
7.87248000e+03,2.30631225e+33,9.08824534e+29,3.71564823e+17,3.54687158e+15
7.88634000e+03,2.29841313e+33,9.12997963e+29,3.71101551e+17,3.53913620e+15
7.90020000e+03,2.29051575e+33,9.17180512e+29,3.70637367e+17,3.53139285e+15
7.91406000e+03,2.28262020e+33,9.21372156e+29,3.70172270e+17,3.52364157e+15
7.92792000e+03,2.27472653e+33,9.25572873e+29,3.69706261e+17,3.51588239e+15
7.94178000e+03,2.26683482e+33,9.29782638e+29,3.69239337e+17,3.50811534e+15
7.95564000e+03,2.25894514e+33,9.34001428e+29,3.68771498e+17,3.50034046e+15
7.96950000e+03,2.25105757e+33,9.38229219e+29,3.68302744e+17,3.49255778e+15
7.98336000e+03,2.24317218e+33,9.42465986e+29,3.67833072e+17,3.48476732e+15
7.99722000e+03,2.23528903e+33,9.46711706e+29,3.67362484e+17,3.47696913e+15
8.01108000e+03,2.22740820e+33,9.50966353e+29,3.66890977e+17,3.46916323e+15
8.02494000e+03,2.21952976e+33,9.55229903e+29,3.66418551e+17,3.46134965e+15
8.03880000e+03,2.21165379e+33,9.59502330e+29,3.65945204e+17,3.45352843e+15
8.05266000e+03,2.20378035e+33,9.63783610e+29,3.65470937e+17,3.44569959e+15
8.06652000e+03,2.19590952e+33,9.68073716e+29,3.64995748e+17,3.43786318e+15
8.08038000e+03,2.18804137e+33,9.72372623e+29,3.64519636e+17,3.43001922e+15
8.09424000e+03,2.18017598e+33,9.76680305e+29,3.64042600e+17,3.42216774e+15
8.10810000e+03,2.17231341e+33,9.80996736e+29,3.63564640e+17,3.41430879e+15
8.12196000e+03,2.16445373e+33,9.85321890e+29,3.63085755e+17,3.40644238e+15
8.13582000e+03,2.15659702e+33,9.89655739e+29,3.62605943e+17,3.39856856e+15
8.14968000e+03,2.14874336e+33,9.93998257e+29,3.62125203e+17,3.39068735e+15
8.16354000e+03,2.14089280e+33,9.98349417e+29,3.61643536e+17,3.38279879e+15
8.17740000e+03,2.13304544e+33,1.00270919e+30,3.61160939e+17,3.37490292e+15
8.19126000e+03,2.12520133e+33,1.00707755e+30,3.60677412e+17,3.36699975e+15
8.20512000e+03,2.11736055e+33,1.01145448e+30,3.60192955e+17,3.35908934e+15
8.21898000e+03,2.10952317e+33,1.01583993e+30,3.59707565e+17,3.35117170e+15
8.23284000e+03,2.10168927e+33,1.02023388e+30,3.59221242e+17,3.34324688e+15
8.24670000e+03,2.09385891e+33,1.02463632e+30,3.58733985e+17,3.33531490e+15
8.26056000e+03,2.08603218e+33,1.02904719e+30,3.58245794e+17,3.32737581e+15
8.27442000e+03,2.07820913e+33,1.03346649e+30,3.57756666e+17,3.31942963e+15
8.28828000e+03,2.07038985e+33,1.03789417e+30,3.57266601e+17,3.31147639e+15
8.30214000e+03,2.06257441e+33,1.04233022e+30,3.56775599e+17,3.30351613e+15
8.31600000e+03,2.05476287e+33,1.04677459e+30,3.56283658e+17,3.29554889e+15
8.32986000e+03,2.04695532e+33,1.05122726e+30,3.55790776e+17,3.28757470e+15
8.34372000e+03,2.03915182e+33,1.05568821e+30,3.55296954e+17,3.27959358e+15
8.35758000e+03,2.03135245e+33,1.06015739e+30,3.54802190e+17,3.27160559e+15
8.37144000e+03,2.02355727e+33,1.06463479e+30,3.54306483e+17,3.26361074e+15
8.38530000e+03,2.01576637e+33,1.06912036e+30,3.53809832e+17,3.25560907e+15
8.39916000e+03,2.00797981e+33,1.07361408e+30,3.53312235e+17,3.24760062e+15
8.41302000e+03,2.00019767e+33,1.07811592e+30,3.52813693e+17,3.23958542e+15
8.42688000e+03,1.99242001e+33,1.08262584e+30,3.52314203e+17,3.23156350e+15
8.44074000e+03,1.98464692e+33,1.08714382e+30,3.51813765e+17,3.22353491e+15
8.45460000e+03,1.97687846e+33,1.09166982e+30,3.51312377e+17,3.21549967e+15
8.46846000e+03,1.96911470e+33,1.09620381e+30,3.50810039e+17,3.20745781e+15
8.48232000e+03,1.96135573e+33,1.10074576e+30,3.50306749e+17,3.19940938e+15
8.49618000e+03,1.95360160e+33,1.10529563e+30,3.49802507e+17,3.19135441e+15
8.51004000e+03,1.94585240e+33,1.10985340e+30,3.49297311e+17,3.18329292e+15
8.52390000e+03,1.93810820e+33,1.11441903e+30,3.48791160e+17,3.17522497e+15
8.53776000e+03,1.93036906e+33,1.11899249e+30,3.48284052e+17,3.16715057e+15
8.55162000e+03,1.92263507e+33,1.12357373e+30,3.47775988e+17,3.15906977e+15
8.56548000e+03,1.91490629e+33,1.12816274e+30,3.47266965e+17,3.15098260e+15
8.57934000e+03,1.90718280e+33,1.13275948e+30,3.46756983e+17,3.14288910e+15
8.59320000e+03,1.89946466e+33,1.13736391e+30,3.46246039e+17,3.13478930e+15
8.60706000e+03,1.89175196e+33,1.14197599e+30,3.45734134e+17,3.12668323e+15
8.62092000e+03,1.88404476e+33,1.14659570e+30,3.45221266e+17,3.11857093e+15
8.63478000e+03,1.87634314e+33,1.15122300e+30,3.44707434e+17,3.11045245e+15
8.64864000e+03,1.86864717e+33,1.15585785e+30,3.44192636e+17,3.10232780e+15
8.66250000e+03,1.86095692e+33,1.16050022e+30,3.43676871e+17,3.09419703e+15
8.67636000e+03,1.85327246e+33,1.16515007e+30,3.43160138e+17,3.08606017e+15
8.69022000e+03,1.84559387e+33,1.16980736e+30,3.42642436e+17,3.07791726e+15
8.70408000e+03,1.83792122e+33,1.17447207e+30,3.42123764e+17,3.06976834e+15
8.71794000e+03,1.83025459e+33,1.17914416e+30,3.41604120e+17,3.06161344e+15
8.73180000e+03,1.82259404e+33,1.18382358e+30,3.41083503e+17,3.05345259e+15
8.74566000e+03,1.81493964e+33,1.18851030e+30,3.40561912e+17,3.04528583e+15
8.75952000e+03,1.80729147e+33,1.19320428e+30,3.40039345e+17,3.03711320e+15
8.77338000e+03,1.79964961e+33,1.19790550e+30,3.39515802e+17,3.02893474e+15
8.78724000e+03,1.79201412e+33,1.20261390e+30,3.38991280e+17,3.02075047e+15
8.80110000e+03,1.78438508e+33,1.20732946e+30,3.38465779e+17,3.01256045e+15
8.81496000e+03,1.77676256e+33,1.21205212e+30,3.37939297e+17,3.00436469e+15
8.82882000e+03,1.76914663e+33,1.21678187e+30,3.37411833e+17,2.99616324e+15
8.84268000e+03,1.76153737e+33,1.22151865e+30,3.36883386e+17,2.98795614e+15
8.85654000e+03,1.75393484e+33,1.22626243e+30,3.36353954e+17,2.97974342e+15
8.87040000e+03,1.74633912e+33,1.23101317e+30,3.35823535e+17,2.97152512e+15
8.88426000e+03,1.73875029e+33,1.23577083e+30,3.35292129e+17,2.96330127e+15
8.89812000e+03,1.73116841e+33,1.24053537e+30,3.34759734e+17,2.95507192e+15
8.91198000e+03,1.72359355e+33,1.24530676e+30,3.34226349e+17,2.94683709e+15
8.92584000e+03,1.71602580e+33,1.25008494e+30,3.33691972e+17,2.93859683e+15
8.93970000e+03,1.70846522e+33,1.25486989e+30,3.33156601e+17,2.93035118e+15
8.95356000e+03,1.70091188e+33,1.25966155e+30,3.32620236e+17,2.92210016e+15
8.96742000e+03,1.69336586e+33,1.26445990e+30,3.32082875e+17,2.91384382e+15
8.98128000e+03,1.68582722e+33,1.26926488e+30,3.31544516e+17,2.90558219e+15
8.99514000e+03,1.67829605e+33,1.27407647e+30,3.31005158e+17,2.89731532e+15
9.00900000e+03,1.67077242e+33,1.27889460e+30,3.30464800e+17,2.88904324e+15
9.02286000e+03,1.66325638e+33,1.28371926e+30,3.29923439e+17,2.88076598e+15
9.03672000e+03,1.65574803e+33,1.28855038e+30,3.29381075e+17,2.87248358e+15
9.05058000e+03,1.64824743e+33,1.29338794e+30,3.28837706e+17,2.86419609e+15
9.06444000e+03,1.64075465e+33,1.29823189e+30,3.28293330e+17,2.85590354e+15
9.07830000e+03,1.63326976e+33,1.30308217e+30,3.27747946e+17,2.84760596e+15
9.09216000e+03,1.62579284e+33,1.30793877e+30,3.27201553e+17,2.83930340e+15
9.10602000e+03,1.61832396e+33,1.31280162e+30,3.26654147e+17,2.83099589e+15
9.11988000e+03,1.61086320e+33,1.31767068e+30,3.26105729e+17,2.82268348e+15
9.13374000e+03,1.60341061e+33,1.32254592e+30,3.25556297e+17,2.81436619e+15
9.14760000e+03,1.59596628e+33,1.32742728e+30,3.25005848e+17,2.80604407e+15
9.16146000e+03,1.58853028e+33,1.33231473e+30,3.24454382e+17,2.79771716e+15
9.17532000e+03,1.58110268e+33,1.33720821e+30,3.23901896e+17,2.78938549e+15
9.18918000e+03,1.57368355e+33,1.34210769e+30,3.23348389e+17,2.78104910e+15
9.20304000e+03,1.56627297e+33,1.34701312e+30,3.22793859e+17,2.77270804e+15
9.21690000e+03,1.55887100e+33,1.35192445e+30,3.22238304e+17,2.76436233e+15
9.23076000e+03,1.55147772e+33,1.35684164e+30,3.21681724e+17,2.75601202e+15
9.24462000e+03,1.54409320e+33,1.36176463e+30,3.21124115e+17,2.74765715e+15
9.25848000e+03,1.53671751e+33,1.36669340e+30,3.20565477e+17,2.73929776e+15
9.27234000e+03,1.52935073e+33,1.37162788e+30,3.20005808e+17,2.73093388e+15
9.28620000e+03,1.52199292e+33,1.37656803e+30,3.19445105e+17,2.72256555e+15
9.30006000e+03,1.51464416e+33,1.38151381e+30,3.18883367e+17,2.71419282e+15
9.31392000e+03,1.50730451e+33,1.38646517e+30,3.18320593e+17,2.70581572e+15
9.32778000e+03,1.49997406e+33,1.39142205e+30,3.17756780e+17,2.69743430e+15
9.34164000e+03,1.49265287e+33,1.39638442e+30,3.17191926e+17,2.68904858e+15
9.35550000e+03,1.48534102e+33,1.40135222e+30,3.16626031e+17,2.68065861e+15
9.36936000e+03,1.47803857e+33,1.40632541e+30,3.16059091e+17,2.67226444e+15
9.38322000e+03,1.47074560e+33,1.41130393e+30,3.15491105e+17,2.66386609e+15
9.39708000e+03,1.46346218e+33,1.41628775e+30,3.14922072e+17,2.65546361e+15
9.41094000e+03,1.45618838e+33,1.42127680e+30,3.14351988e+17,2.64705704e+15
9.42480000e+03,1.44892427e+33,1.42627104e+30,3.13780853e+17,2.63864642e+15
9.43866000e+03,1.44166992e+33,1.43127042e+30,3.13208664e+17,2.63023179e+15
9.45252000e+03,1.43442542e+33,1.43627488e+30,3.12635420e+17,2.62181319e+15
9.46638000e+03,1.42719081e+33,1.44128439e+30,3.12061117e+17,2.61339065e+15
9.48024000e+03,1.41996619e+33,1.44629889e+30,3.11485755e+17,2.60496423e+15
9.49410000e+03,1.41275161e+33,1.45131832e+30,3.10909332e+17,2.59653395e+15
9.50796000e+03,1.40554716e+33,1.45634264e+30,3.10331845e+17,2.58809987e+15
9.52182000e+03,1.39835290e+33,1.46137179e+30,3.09753292e+17,2.57966201e+15
9.53568000e+03,1.39116890e+33,1.46640573e+30,3.09173671e+17,2.57122042e+15
9.54954000e+03,1.38399524e+33,1.47144439e+30,3.08592980e+17,2.56277515e+15
9.56340000e+03,1.37683198e+33,1.47648774e+30,3.08011217e+17,2.55432623e+15
9.57726000e+03,1.36967919e+33,1.48153571e+30,3.07428380e+17,2.54587370e+15
9.59112000e+03,1.36253696e+33,1.48658825e+30,3.06844466e+17,2.53741760e+15
9.60498000e+03,1.35540535e+33,1.49164531e+30,3.06259474e+17,2.52895798e+15
9.61884000e+03,1.34828442e+33,1.49670684e+30,3.05673402e+17,2.52049487e+15
9.63270000e+03,1.34117425e+33,1.50177278e+30,3.05086246e+17,2.51202832e+15
9.64656000e+03,1.33407492e+33,1.50684307e+30,3.04498005e+17,2.50355836e+15
9.66042000e+03,1.32698649e+33,1.51191767e+30,3.03908676e+17,2.49508505e+15
9.67428000e+03,1.31990903e+33,1.51699652e+30,3.03318258e+17,2.48660841e+15
9.68814000e+03,1.31284262e+33,1.52207956e+30,3.02726748e+17,2.47812850e+15
9.70200000e+03,1.30578732e+33,1.52716674e+30,3.02134143e+17,2.46964535e+15
9.71586000e+03,1.29874320e+33,1.53225801e+30,3.01540442e+17,2.46115900e+15
9.72972000e+03,1.29171034e+33,1.53735330e+30,3.00945641e+17,2.45266950e+15
9.74358000e+03,1.28468881e+33,1.54245255e+30,3.00349739e+17,2.44417689e+15
9.75744000e+03,1.27767868e+33,1.54755573e+30,2.99752733e+17,2.43568121e+15
9.77130000e+03,1.27068001e+33,1.55266276e+30,2.99154621e+17,2.42718250e+15
9.78516000e+03,1.26369288e+33,1.55777359e+30,2.98555400e+17,2.41868081e+15
9.79902000e+03,1.25671735e+33,1.56288816e+30,2.97955067e+17,2.41017617e+15
9.81288000e+03,1.24975351e+33,1.56800641e+30,2.97353621e+17,2.40166863e+15
9.82674000e+03,1.24280141e+33,1.57312829e+30,2.96751058e+17,2.39315823e+15
9.84060000e+03,1.23586114e+33,1.57825374e+30,2.96147376e+17,2.38464501e+15
9.85446000e+03,1.22893275e+33,1.58338270e+30,2.95542573e+17,2.37612902e+15
9.86832000e+03,1.22201632e+33,1.58851511e+30,2.94936646e+17,2.36761029e+15
9.88218000e+03,1.21511192e+33,1.59365091e+30,2.94329591e+17,2.35908888e+15
9.89604000e+03,1.20821961e+33,1.59879004e+30,2.93721408e+17,2.35056482e+15
9.90990000e+03,1.20133948e+33,1.60393244e+30,2.93112092e+17,2.34203816e+15
9.92376000e+03,1.19447159e+33,1.60907805e+30,2.92501641e+17,2.33350893e+15
9.93762000e+03,1.18761600e+33,1.61422681e+30,2.91890053e+17,2.32497719e+15
9.95148000e+03,1.18077279e+33,1.61937866e+30,2.91277324e+17,2.31644297e+15
9.96534000e+03,1.17394203e+33,1.62453354e+30,2.90663452e+17,2.30790632e+15
9.97920000e+03,1.16712379e+33,1.62969138e+30,2.90048434e+17,2.29936728e+15
9.99306000e+03,1.16031813e+33,1.63485213e+30,2.89432266e+17,2.29082590e+15
1.00069200e+04,1.15352513e+33,1.64001572e+30,2.88814947e+17,2.28228221e+15
1.00207800e+04,1.14674486e+33,1.64518209e+30,2.88196474e+17,2.27373627e+15
1.00346400e+04,1.13997738e+33,1.65035117e+30,2.87576842e+17,2.26518811e+15
1.00485000e+04,1.13322276e+33,1.65552291e+30,2.86956050e+17,2.25663778e+15
1.00623600e+04,1.12648108e+33,1.66069724e+30,2.86334094e+17,2.24808533e+15
1.00762200e+04,1.11975241e+33,1.66587409e+30,2.85710972e+17,2.23953079e+15
1.00900800e+04,1.11303680e+33,1.67105340e+30,2.85086679e+17,2.23097421e+15
1.01039400e+04,1.10633433e+33,1.67623511e+30,2.84461214e+17,2.22241563e+15
1.01178000e+04,1.09964508e+33,1.68141915e+30,2.83834572e+17,2.21385511e+15
1.01316600e+04,1.09296910e+33,1.68660546e+30,2.83206752e+17,2.20529267e+15
1.01455200e+04,1.08630648e+33,1.69179397e+30,2.82577748e+17,2.19672838e+15
1.01593800e+04,1.07965727e+33,1.69698461e+30,2.81947559e+17,2.18816226e+15
1.01732400e+04,1.07302154e+33,1.70217732e+30,2.81316181e+17,2.17959437e+15
1.01871000e+04,1.06639937e+33,1.70737203e+30,2.80683611e+17,2.17102476e+15
1.02009600e+04,1.05979082e+33,1.71256868e+30,2.80049845e+17,2.16245345e+15
1.02148200e+04,1.05319596e+33,1.71776719e+30,2.79414879e+17,2.15388051e+15
1.02286800e+04,1.04661486e+33,1.72296750e+30,2.78778712e+17,2.14530597e+15
1.02425400e+04,1.04004759e+33,1.72816954e+30,2.78141338e+17,2.13672989e+15
1.02564000e+04,1.03349422e+33,1.73337325e+30,2.77502755e+17,2.12815229e+15
1.02702600e+04,1.02695481e+33,1.73857855e+30,2.76862959e+17,2.11957324e+15
1.02841200e+04,1.02042943e+33,1.74378537e+30,2.76221946e+17,2.11099277e+15
1.02979800e+04,1.01391815e+33,1.74899365e+30,2.75579713e+17,2.10241093e+15
1.03118400e+04,1.00742105e+33,1.75420331e+30,2.74936256e+17,2.09382777e+15
1.03257000e+04,1.00093818e+33,1.75941429e+30,2.74291572e+17,2.08524333e+15
1.03395600e+04,9.94469609e+32,1.76462651e+30,2.73645656e+17,2.07665766e+15
1.03534200e+04,9.88015416e+32,1.76983991e+30,2.72998506e+17,2.06807080e+15
1.03672800e+04,9.81575662e+32,1.77505441e+30,2.72350116e+17,2.05948280e+15
1.03811400e+04,9.75150416e+32,1.78026993e+30,2.71700484e+17,2.05089370e+15
1.03950000e+04,9.68739746e+32,1.78548642e+30,2.71049605e+17,2.04230355e+15
1.04088600e+04,9.62343719e+32,1.79070379e+30,2.70397475e+17,2.03371239e+15
1.04227200e+04,9.55962402e+32,1.79592197e+30,2.69744091e+17,2.02512028e+15
1.04365800e+04,9.49595862e+32,1.80114089e+30,2.69089448e+17,2.01652726e+15
1.04504400e+04,9.43244168e+32,1.80636048e+30,2.68433542e+17,2.00793337e+15
1.04643000e+04,9.36907386e+32,1.81158066e+30,2.67776369e+17,1.99933867e+15
1.04781600e+04,9.30585584e+32,1.81680136e+30,2.67117926e+17,1.99074319e+15
1.04920200e+04,9.24278828e+32,1.82202249e+30,2.66458207e+17,1.98214698e+15
1.05058800e+04,9.17987185e+32,1.82724400e+30,2.65797208e+17,1.97355010e+15
1.05197400e+04,9.11710723e+32,1.83246579e+30,2.65134925e+17,1.96495258e+15
1.05336000e+04,9.05449508e+32,1.83768780e+30,2.64471354e+17,1.95635448e+15
1.05474600e+04,8.99203607e+32,1.84290995e+30,2.63806491e+17,1.94775584e+15
1.05613200e+04,8.92973087e+32,1.84813217e+30,2.63140330e+17,1.93915671e+15
1.05751800e+04,8.86758014e+32,1.85335436e+30,2.62472867e+17,1.93055713e+15
1.05890400e+04,8.80558454e+32,1.85857647e+30,2.61804098e+17,1.92195715e+15
1.06029000e+04,8.74374475e+32,1.86379840e+30,2.61134018e+17,1.91335683e+15
1.06167600e+04,8.68206142e+32,1.86902008e+30,2.60462623e+17,1.90475620e+15
1.06306200e+04,8.62053523e+32,1.87424144e+30,2.59789906e+17,1.89615532e+15
1.06444800e+04,8.55916682e+32,1.87946239e+30,2.59115865e+17,1.88755423e+15
1.06583400e+04,8.49795686e+32,1.88468285e+30,2.58440493e+17,1.87895298e+15
1.06722000e+04,8.43690601e+32,1.88990274e+30,2.57763786e+17,1.87035162e+15
1.06860600e+04,8.37601494e+32,1.89512198e+30,2.57085740e+17,1.86175019e+15
1.06999200e+04,8.31528430e+32,1.90034050e+30,2.56406347e+17,1.85314875e+15
1.07137800e+04,8.25471474e+32,1.90555821e+30,2.55725605e+17,1.84454734e+15
1.07276400e+04,8.19430693e+32,1.91077502e+30,2.55043507e+17,1.83594601e+15
1.07415000e+04,8.13406152e+32,1.91599086e+30,2.54360049e+17,1.82734481e+15
1.07553600e+04,8.07397917e+32,1.92120564e+30,2.53675224e+17,1.81874379e+15
1.07692200e+04,8.01406053e+32,1.92641929e+30,2.52989028e+17,1.81014299e+15
1.07830800e+04,7.95430626e+32,1.93163170e+30,2.52301456e+17,1.80154246e+15
1.07969400e+04,7.89471700e+32,1.93684281e+30,2.51612501e+17,1.79294226e+15
1.08108000e+04,7.83529342e+32,1.94205253e+30,2.50922158e+17,1.78434243e+15
1.08246600e+04,7.77603616e+32,1.94726077e+30,2.50230421e+17,1.77574302e+15
1.08385200e+04,7.71694587e+32,1.95246745e+30,2.49537285e+17,1.76714408e+15
1.08523800e+04,7.65802321e+32,1.95767248e+30,2.48842744e+17,1.75854566e+15
1.08662400e+04,7.59926882e+32,1.96287578e+30,2.48146792e+17,1.74994780e+15
1.08801000e+04,7.54068335e+32,1.96807725e+30,2.47449423e+17,1.74135056e+15
1.08939600e+04,7.48226745e+32,1.97327682e+30,2.46750631e+17,1.73275399e+15
1.09078200e+04,7.42402176e+32,1.97847439e+30,2.46050410e+17,1.72415813e+15
1.09216800e+04,7.36594694e+32,1.98366987e+30,2.45348754e+17,1.71556304e+15
1.09355400e+04,7.30804362e+32,1.98886318e+30,2.44645657e+17,1.70696876e+15
1.09494000e+04,7.25031245e+32,1.99405423e+30,2.43941111e+17,1.69837534e+15
1.09632600e+04,7.19275407e+32,1.99924292e+30,2.43235111e+17,1.68978284e+15
1.09771200e+04,7.13536912e+32,2.00442918e+30,2.42527651e+17,1.68119131e+15
1.09909800e+04,7.07815826e+32,2.00961290e+30,2.41818723e+17,1.67260079e+15
1.10048400e+04,7.02112211e+32,2.01479399e+30,2.41108321e+17,1.66401133e+15
1.10187000e+04,6.96426132e+32,2.01997237e+30,2.40396438e+17,1.65542299e+15
1.10325600e+04,6.90757653e+32,2.02514795e+30,2.39683068e+17,1.64683581e+15
1.10464200e+04,6.85106837e+32,2.03032062e+30,2.38968203e+17,1.63824985e+15
1.10602800e+04,6.79473749e+32,2.03549030e+30,2.38251836e+17,1.62966515e+15
1.10741400e+04,6.73858452e+32,2.04065689e+30,2.37533960e+17,1.62108177e+15
1.10880000e+04,6.68261009e+32,2.04582030e+30,2.36814568e+17,1.61249976e+15
1.11018600e+04,6.62681485e+32,2.05098043e+30,2.36093653e+17,1.60391916e+15
1.11157200e+04,6.57119942e+32,2.05613720e+30,2.35371207e+17,1.59534004e+15
1.11295800e+04,6.51576444e+32,2.06129049e+30,2.34647222e+17,1.58676243e+15
1.11434400e+04,6.46051055e+32,2.06644022e+30,2.33921691e+17,1.57818640e+15
1.11573000e+04,6.40543837e+32,2.07158630e+30,2.33194606e+17,1.56961199e+15
